Rank,county,pop2019
1,Bergen,929999
2,Middlesex,826698
3,Essex,793555
4,Hudson,668631
5,Monmouth,623387
6,Ocean,591939
7,Union,553066
8,Camden,507367
9,Passaic,504041
10,Morris,494383
11,Burlington,446367
12,Mercer,368762
13,Somerset,330176
14,Gloucester,290852
15,Atlantic,268539
16,Cumberland,153400
17,Sussex,142298
18,Hunterdon,125051
19,Warren,106293
20,Cape May,93705
21,Salem,63336
